tree,leaf,treatment,exp.round,field.date,lab.date,field.obs,lab.mite.obs,dom,eggs,RS,LB,nymph,OB,LL,LC,CLB,SP,MISC,BY,PR,eriophyid.pres,fungal.obs,fungal.count,fungal.notes,midrib.tape,leaf.tear,mite.notes,field.notes,gall_mm2,prop_herb,leaf_area_mm2,longitude,latitude,elevation,B
28,1,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,0,16,1,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,2478.213522,-84.477648,42.71592,273,0
28,2,control,3,15-Aug-22,16-Aug-22,NA,CG,29,0,0,23,1,0,0,0,0,0,0,0,0,0,RG,3,NA,NA,NA,NA,NA,0,0,3403.320263,-84.477648,42.71592,273,0
28,3,control,3,15-Aug-22,16-Aug-22,NA,CG,23,0,0,11,5,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,2680.97819,-84.477648,42.71592,273,0
29,1,treatment,3,15-Aug-22,17-Aug-22,NA,BM,29,1,0,4,0,0,0,0,0,0,0,0,0,0,AM,0,peeled over midrib,1,NA,NA,NA,0,0,2516.926676,-84.473579,42.717154,279,0
29,2,treatment,3,15-Aug-22,17-Aug-22,NA,BM,24,2,0,1,0,0,0,1,0,0,0,0,0,0,AM,3,peeled over midrib,1,NA,NA,NA,0,0,2691.815077,-84.473579,42.717154,279,0
29,3,treatment,3,15-Aug-22,17-Aug-22,NA,BM,27,0,1,3,0,0,0,0,0,0,0,0,0,0,AM,0,peeled over midrib,1,NA,NA,NA,0,0,1853.073688,-84.473579,42.717154,279,0
30,1,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,14,NA,NA,NA,"no mites, except Eriophyids",NA,31.91747376,0,3607.25697,-84.47232,42.71682,276,0
30,2,control,3,15-Aug-22,16-Aug-22,NA,AM,24,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,11,NA,NA,NA,NA,NA,0,0,1902.066383,-84.47232,42.71682,276,0
30,3,control,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,3,0,0,0,0,0,0,0,0,0,0,RG,2,peeled over midrib,1,NA,NA,NA,12.91573461,0,4209.868194,-84.47232,42.71682,276,0
31,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,13,NA,NA,NA,NA,NA,0,0,3592.886043,-84.472213,42.714682,272,0
31,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,12,NA,NA,NA,NA,NA,0,0,3344.904655,-84.472213,42.714682,272,0
31,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,0,0,2,0,0,0,0,0,0,0,0,0,0,RG,11,NA,NA,NA,NA,NA,0,0,3090.525436,-84.472213,42.714682,272,0
32,1,control,3,15-Aug-22,16-Aug-22,NA,AM,26,1,0,3,1,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,top half of tree dead split in the middle,0,0,3638.188784,-84.47673,42.71551,275,0
32,2,control,3,15-Aug-22,16-Aug-22,NA,AM,26,1,0,2,1,0,0,0,0,0,0,0,0,0,RG,4,NA,NA,NA,NA,top half of tree dead split in the middle,0,0,2751.230682,-84.47673,42.71551,275,0
32,3,control,3,15-Aug-22,16-Aug-22,NA,AM,22,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,7,NA,NA,NA,NA,top half of tree dead split in the middle,0,0,2217.592385,-84.47673,42.71551,275,0
33,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,23,1,0,1,0,0,0,0,0,0,0,0,0,0,RG,8,NA,NA,NA,NA,NA,0,0,4952.349995,-84.4733,42.71512,277,0
33,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,1,0,0,0,0,0,0,0,0,0,1,RG,6,NA,NA,NA,NA,NA,18.51070109,0,3029.780085,-84.4733,42.71512,277,0
33,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,21,0,0,1,2,0,0,1,0,0,1,0,0,1,RG,5,NA,NA,NA,NA,NA,5.838693403,0,2579.408581,-84.4733,42.71512,277,0
34,1,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,0,1,0,0,0,2,0,0,0,0,0,1,RG,4,NA,NA,NA,NA,NA,21.03399155,0,4253.755168,-84.476802,42.716938,0,0
34,2,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,0,2,0,0,0,0,0,0,0,0,0,1,RG,8,NA,NA,NA,NA,NA,0,0,4700.617722,-84.476802,42.716938,0,0
34,3,control,3,15-Aug-22,16-Aug-22,NA,AM,27,1,0,1,0,0,0,0,0,0,0,0,0,1,RG,1,NA,NA,NA,NA,NA,0.010752658,0,3935.515912,-84.476802,42.716938,0,0
35,1,treatment,3,15-Aug-22,16-Aug-22,NA,AS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,4,NA,NA,NA,iridescent egg casings,NA,0,0,3922.514156,-84.4753,42.7161,279,0
35,2,treatment,3,15-Aug-22,16-Aug-22,NA,AS,24,6,0,2,0,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,3023.330282,-84.4753,42.7161,279,0
35,3,treatment,3,15-Aug-22,16-Aug-22,NA,AS,25,0,0,2,0,0,0,0,0,0,0,0,0,0,RG,22,NA,NA,NA,NA,NA,0,0,3916.07869,-84.4753,42.7161,279,0
36,1,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,35,NA,NA,NA,NA,NA,0,0,5348.508389,-84.47441,42.71567,277,0
36,2,control,3,15-Aug-22,16-Aug-22,NA,CG,20,0,0,0,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,4.655901001,0,3690.217312,-84.47441,42.71567,277,0
36,3,control,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,peeled over midrib,1,NA,NA,NA,0,0,3774.605966,-84.47441,42.71567,277,0
37,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,17,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,7,NA,NA,NA,NA,NA,0,0,1914.471366,-84.47379,42.7165,279,0
37,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,19,0,0,2,0,0,0,0,0,0,0,0,0,1,RG,7,NA,NA,NA,NA,NA,21.84581724,0,4252.097467,-84.47379,42.7165,279,0
37,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,17,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,23,NA,NA,NA,small leaf,NA,0,0,800.6913165,-84.47379,42.7165,279,0
38,1,control,3,15-Aug-22,17-Aug-22,NA,CG,23,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,2189.809308,-84.4744,42.71494,273,0
38,2,control,3,15-Aug-22,17-Aug-22,NA,CG,23,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,2,NA,NA,NA,NA,NA,1.043007845,0,2061.560562,-84.4744,42.71494,273,0
38,3,control,3,15-Aug-22,17-Aug-22,NA,CG,22,0,0,0,0,0,0,1,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,3632.561559,-84.4744,42.71494,273,0
39,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,27,0,1,11,3,0,0,2,0,0,0,0,0,1,RG,5,NA,NA,NA,NA,NA,61.75072393,0,4718.560324,-84.47278,42.71552,277,0
39,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,25,0,0,2,1,0,0,0,0,0,0,0,0,1,RG,4,NA,NA,NA,NA,NA,29.08235621,0,3015.185144,-84.47278,42.71552,277,0
39,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,28,0,0,2,0,0,0,1,0,0,0,0,0,1,RG,27,NA,NA,NA,NA,NA,33.06980029,0,4009.021083,-84.47278,42.71552,277,0
40,1,control,3,15-Aug-22,16-Aug-22,NA,CG,26,0,0,0,0,0,1,2,0,0,0,0,0,1,RG,0,NA,NA,NA,NA,NA,NA,NA,NA,-84.47311,42.71576,276,0
40,2,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,0,1,1,0,0,0,0,0,0,0,0,0,RG,9,peeled over midrib,1,NA,NA,NA,NA,NA,NA,-84.47311,42.71576,276,0
40,3,control,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,1,0,0,0,2,0,0,0,0,0,1,RG,5,leaf tore during peel,NA,1,NA,NA,NA,NA,NA,-84.47311,42.71576,276,0
41,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,19,0,0,5,3,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,4649.879512,-84.477407,42.714732,274,0
41,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,20,1,2,3,7,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,4041.587301,-84.477407,42.714732,274,0
41,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,17,1,5,0,4,0,0,0,0,0,0,0,0,0,RG,15,NA,NA,NA,NA,NA,0,0,3374.137548,-84.477407,42.714732,274,0
42,1,control,3,15-Aug-22,16-Aug-22,NA,AS,23,0,0,0,1,0,1,0,0,0,0,0,0,1,RG,19,NA,NA,NA,silk web casing,NA,15.07343469,0,3454.796822,-84.47549,42.71612,279,0
42,2,control,3,15-Aug-22,16-Aug-22,NA,AS,26,0,0,2,2,0,0,0,0,0,0,0,0,1,RG,3,NA,NA,NA,Psyllid,NA,2.353040036,0,4765.097829,-84.47549,42.71612,279,0
42,3,control,3,15-Aug-22,16-Aug-22,NA,CG,17,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,21,NA,NA,NA,NA,NA,0,0,2853.726813,-84.47549,42.71612,279,0
43,1,treatment,3,15-Aug-22,17-Aug-22,NA,BM,23,1,1,3,1,0,0,0,0,0,0,0,0,0,AM,3,NA,NA,NA,NA,NA,0,0,1061.552597,-84.474242,42.717805,280,0
43,2,treatment,3,15-Aug-22,17-Aug-22,NA,BM,23,1,0,0,0,0,0,0,0,0,0,0,0,1,AM,1,NA,NA,NA,NA,NA,0.003584219,0,1430.567697,-84.474242,42.717805,280,0
43,3,treatment,3,15-Aug-22,17-Aug-22,NA,BM,29,2,0,3,1,0,0,0,0,0,0,0,0,0,AM,4,NA,NA,NA,1 Psyllid,NA,3.010744296,0,715.0266808,-84.474242,42.717805,280,0
44,1,control,3,15-Aug-22,16-Aug-22,NA,AM,26,0,0,5,0,0,0,0,0,0,0,0,0,0,RG,1,peeled over midrib,1,NA,NA,NA,0,0,2162.67856,-84.47668,42.71891,269,0
44,2,control,3,15-Aug-22,16-Aug-22,NA,AM,29,0,1,5,0,0,0,1,0,0,0,0,0,0,RG,14,NA,NA,NA,NA,NA,0,0,3082.081015,-84.47668,42.71891,269,0
44,3,control,3,15-Aug-22,16-Aug-22,NA,AM,30,0,3,9,0,0,0,1,0,0,0,0,0,0,RG,7,NA,NA,NA,NA,NA,0,0,3155.536007,-84.47668,42.71891,269,0
45,1,treatment,3,15-Aug-22,17-Aug-22,NA,AM,33,0,0,2,0,0,0,1,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,3230.512501,-84.475511,42.718259,278,0
45,2,treatment,3,15-Aug-22,17-Aug-22,NA,AM,31,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,8,NA,NA,NA,NA,NA,34.25080059,0,2197.155166,-84.475511,42.718259,278,0
45,3,treatment,3,15-Aug-22,17-Aug-22,NA,AM,32,0,0,0,0,0,0,1,0,0,0,0,0,0,AM,2,peeled over midrib,1,NA,NA,NA,0,0,3726.951977,-84.475511,42.718259,278,0
46,1,control,3,15-Aug-22,17-Aug-22,NA,BM,27,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,1,NA,NA,NA,2 Psyllids,NA,66.96397105,0,3911.872609,-84.473177,42.717101,278,0
46,2,control,3,15-Aug-22,17-Aug-22,NA,BM,26,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,3,NA,NA,NA,NA,NA,0,0,2745.422455,-84.473177,42.717101,278,0
46,3,control,3,15-Aug-22,17-Aug-22,NA,BM,25,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,9,leaf tore,NA,1,no mites except Eriophyids,NA,4.535829651,0,3188.172117,-84.473177,42.717101,278,0
47,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,1,0,0,0,0,0,2,0,0,0,0,0,0,RG,1,NA,NA,NA,NA,NA,0,0,4166.017061,-84.47764,42.71812,270,0
47,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,28,0,2,3,2,0,0,4,0,0,0,0,0,1,RG,1,NA,NA,NA,NA,NA,2.347663707,0,3407.5819,-84.47764,42.71812,270,0
47,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,0,0,12,1,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,3858.08602,-84.47764,42.71812,270,0
48,1,control,3,15-Aug-22,16-Aug-22,NA,CG,27,3,0,0,1,0,0,0,0,0,0,0,0,0,RG,33,NA,NA,NA,NA,NA,0,0,3190.516196,-84.47566,42.71501,274,0
48,2,control,3,15-Aug-22,16-Aug-22,NA,CG,25,0,3,1,1,0,0,0,0,0,0,0,0,0,RG,13,NA,NA,NA,NA,NA,0,0,3512.676589,-84.47566,42.71501,274,0
48,3,control,3,15-Aug-22,16-Aug-22,NA,CG,24,0,8,0,5,0,0,0,0,0,0,0,0,0,RG,11,NA,NA,NA,NA,NA,0,0,4228.294666,-84.47566,42.71501,274,0
49,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,27,2,0,5,0,0,0,0,0,0,0,0,0,0,RG,7,peeled over midrib,1,NA,NA,NA,0,0,626.650583,-84.477381,42.716787,278,0
49,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,1,0,7,5,0,0,0,0,0,0,0,0,0,RG,5,NA,NA,NA,NA,NA,0,0,1244.163199,-84.477381,42.716787,278,0
49,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,23,0,0,3,1,0,0,0,0,0,0,0,0,0,RG,5,peeled over midrib,1,NA,NA,NA,0,0,556.5916385,-84.477381,42.716787,278,0
51,1,treatment,3,15-Aug-22,17-Aug-22,NA,AM,30,2,2,3,0,0,1,0,0,0,0,0,0,1,AM,5,NA,NA,NA,NA,NA,8.116464831,0,3973.594659,-84.473771,42.717038,280,0
51,2,treatment,3,15-Aug-22,17-Aug-22,NA,AM,30,1,0,1,0,0,0,0,0,0,0,0,0,1,AM,4,NA,NA,NA,NA,NA,7.476681668,0,3023.663615,-84.473771,42.717038,280,0
51,3,treatment,3,15-Aug-22,17-Aug-22,NA,AM,25,1,0,0,0,0,0,0,0,0,0,0,0,1,AM,15,NA,NA,NA,NA,NA,3.025081174,0,2494.634623,-84.473771,42.717038,280,0
52,1,control,3,15-Aug-22,17-Aug-22,NA,CG,23,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,11,NA,NA,NA,NA,NA,0,0,3631.948658,-84.47477,42.71485,274,0
52,2,control,3,15-Aug-22,17-Aug-22,NA,CG,23,0,0,3,0,0,0,0,0,0,1,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2979.509616,-84.47477,42.71485,274,0
52,3,control,3,15-Aug-22,17-Aug-22,NA,CG,21,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,2,peeled over midrib,1,NA,NA,NA,7.218617872,0,2512.346044,-84.47477,42.71485,274,0
53,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,20,0,0,0,3,0,0,1,0,0,0,0,0,1,RG,2,NA,NA,NA,NA,NA,1.652325143,0,3460.295014,-84.47513,42.7159,278,0
53,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,24,0,1,1,1,0,0,2,0,0,0,0,0,1,RG,6,NA,NA,NA,NA,NA,111.8867849,0,4301.113459,-84.47513,42.7159,278,0
53,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,19,NA,NA,NA,large insect eggs,NA,0,0,3102.672355,-84.47513,42.7159,278,0
54,1,control,3,15-Aug-22,16-Aug-22,NA,AM,28,1,0,0,0,0,0,3,0,0,0,0,0,1,RG,27,NA,NA,NA,NA,NA,49.60022017,0,3067.778187,-84.475067,42.717657,278,0
54,2,control,3,15-Aug-22,16-Aug-22,NA,AM,24,0,0,6,0,0,0,0,0,0,0,0,0,0,RG,20,NA,NA,NA,NA,NA,0,0,3114.591677,-84.475067,42.717657,278,0
54,3,control,3,15-Aug-22,16-Aug-22,NA,AM,26,0,0,3,0,0,0,1,0,0,0,0,0,1,RG,29,NA,NA,NA,NA,NA,50.24717177,0,2991.525712,-84.475067,42.717657,278,0
55,1,treatment,3,15-Aug-22,17-Aug-22,NA,CG,19,0,0,0,1,0,0,0,0,0,0,0,0,1,AM,4,NA,NA,NA,NA,very large leaves,0,0,3945.628787,-84.473862,42.71701,280,0
55,2,treatment,3,15-Aug-22,17-Aug-22,NA,CG,18,0,0,0,2,0,0,0,0,0,0,0,0,1,AM,7,NA,NA,NA,NA,very large leaves,12.2311487,0,2855.638994,-84.473862,42.71701,280,0
55,3,treatment,3,15-Aug-22,17-Aug-22,NA,CG,17,1,0,3,0,0,0,0,0,0,0,0,0,0,AM,11,NA,NA,NA,NA,very large leaves,0,0,2758.832812,-84.473862,42.71701,280,0
56,1,control,3,15-Aug-22,16-Aug-22,NA,AM,31,0,0,3,1,0,0,0,0,0,0,0,0,1,RG,4,NA,NA,NA,NA,NA,12.32792263,0,4080.804037,-84.47735,42.71721,275,0
56,2,control,3,15-Aug-22,16-Aug-22,NA,AM,27,0,0,8,0,0,0,0,0,0,0,0,0,0,RG,5,NA,NA,NA,NA,NA,5.908585681,0,3315.3904,-84.47735,42.71721,275,0
56,3,control,3,15-Aug-22,16-Aug-22,NA,AM,29,0,0,7,1,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,3701.217282,-84.47735,42.71721,275,0
57,1,treatment,3,15-Aug-22,17-Aug-22,NA,BM,26,0,0,2,0,1,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2537.225903,-84.47298,42.71746,279,0
57,2,treatment,3,15-Aug-22,17-Aug-22,NA,BM,26,0,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,5.216831337,0,3423.929524,-84.47298,42.71746,279,0
57,3,treatment,3,15-Aug-22,17-Aug-22,NA,BM,26,0,0,4,0,0,0,0,0,0,0,0,0,0,AM,3,NA,NA,NA,NA,NA,0,0,3757.016409,-84.47298,42.71746,279,0
58,1,control,3,15-Aug-22,17-Aug-22,NA,AM,26,0,1,0,0,0,0,0,0,0,0,0,0,1,AM,1,NA,NA,NA,NA,NA,137.55338,0,2876.945386,-84.473078,42.717194,277,0
58,2,control,3,15-Aug-22,17-Aug-22,NA,AM,24,0,0,2,0,0,0,0,0,0,0,0,0,1,AM,7,NA,NA,NA,NA,NA,17.59134882,0,3394.434983,-84.473078,42.717194,277,0
58,3,control,3,15-Aug-22,17-Aug-22,NA,AM,26,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,4346.150968,-84.473078,42.717194,277,0
59,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,22,0,0,2,1,0,0,1,0,0,2,0,0,0,RG,0,peeled over midrib,1,NA,NA,NA,0,0,2248.545704,-84.47337,42.71586,276,0
59,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,24,0,1,1,0,0,0,2,0,0,0,0,0,0,RG,6,peeled over midrib,1,NA,NA,NA,5.663066652,0,2636.429927,-84.47337,42.71586,276,0
59,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,28,0,0,1,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,NA,0,0,3467.691051,-84.47337,42.71586,276,0
60,1,control,3,15-Aug-22,16-Aug-22,NA,AM,28,0,1,2,0,0,0,1,0,0,0,0,0,1,na,NA,slide lost no data,NA,NA,NA,NA,4.30106328,0,3709.629445,-84.475715,42.718735,274,0
60,2,control,3,15-Aug-22,16-Aug-22,NA,AM,25,1,0,4,0,0,0,0,0,0,0,0,0,0,na,NA,slide lost no data,NA,NA,NA,NA,0,0,2738.325701,-84.475715,42.718735,274,0
60,3,control,3,15-Aug-22,16-Aug-22,NA,AM,27,0,1,1,0,0,0,1,0,0,0,0,0,0,na,NA,slide lost no data,NA,NA,NA,NA,0,0,2531.892584,-84.475715,42.718735,274,0
61,1,treatment,3,15-Aug-22,16-Aug-22,NA,CG,25,0,0,15,2,0,0,0,0,0,0,0,0,0,RG,5,NA,NA,NA,NA,NA,0,0,4338.18504,-84.477105,42.715881,274,0
61,2,treatment,3,15-Aug-22,16-Aug-22,NA,CG,25,1,0,4,1,0,1,0,0,0,0,0,0,1,RG,9,NA,NA,NA,NA,NA,16.84224696,0,3132.267255,-84.477105,42.715881,274,0
61,3,treatment,3,15-Aug-22,16-Aug-22,NA,CG,23,3,0,3,8,0,0,1,0,6,0,0,0,0,RG,35,NA,NA,NA,NA,NA,0,0,3429.899042,-84.477105,42.715881,274,0
62,1,control,3,15-Aug-22,16-Aug-22,NA,AM,24,0,0,4,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,lots of herbivory,0,0,3550.149602,-84.475936,42.717596,279,0
62,2,control,3,15-Aug-22,16-Aug-22,NA,AM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,lots of herbivory,0,0,3612.914661,-84.475936,42.717596,279,0
62,3,control,3,15-Aug-22,16-Aug-22,NA,AM,24,1,0,3,0,0,0,0,0,0,0,0,0,1,RG,12,NA,NA,NA,NA,lots of herbivory,50.11993198,0,3623.188825,-84.475936,42.717596,279,0
63,1,treatment,3,15-Aug-22,16-Aug-22,NA,AS,24,1,1,1,4,0,1,0,0,0,0,0,0,1,RG,0,NA,NA,NA,NA,NA,0,0,3149.308426,-84.47299,42.71505,277,0
63,2,treatment,3,15-Aug-22,16-Aug-22,NA,AS,26,2,2,2,0,0,0,0,0,0,0,0,0,0,RG,2,NA,NA,NA,NA,NA,0,0,2866.002764,-84.47299,42.71505,277,0
63,3,treatment,3,15-Aug-22,16-Aug-22,NA,AS,22,0,0,0,0,0,0,0,0,0,0,0,0,1,RG,7,NA,NA,NA,NA,NA,0,0,2309.115427,-84.47299,42.71505,277,0
64,1,control,3,15-Aug-22,16-Aug-22,NA,CG,25,0,3,1,0,0,0,0,0,0,0,0,0,1,AM,2,NA,NA,NA,NA,NA,41.30812859,0,2957.282079,-84.473176,42.717843,282,0
64,2,control,3,15-Aug-22,16-Aug-22,NA,CG,26,0,0,4,0,0,0,2,0,0,0,0,0,1,AM,3,NA,NA,NA,NA,NA,3.716835518,0.005390366,3906.467606,-84.473176,42.717843,282,0
64,3,control,3,15-Aug-22,16-Aug-22,NA,CG,25,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,11,NA,NA,NA,NA,NA,3.299273958,0,2003.189757,-84.473176,42.717843,282,0
65,1,treatment,3,15-Aug-22,16-Aug-22,NA,AM,23,3,2,1,0,0,0,0,0,0,0,0,0,1,CG,0,peeled left side,NA,NA,NA,NA,5.293892054,0,2184.708964,-84.47334,42.71595,276,0
65,2,treatment,3,15-Aug-22,16-Aug-22,NA,AM,26,2,0,2,0,0,0,0,0,1,0,0,0,1,CG,2,peeled left side,NA,NA,collected SP,NA,15.54117532,0,3665.570428,-84.47334,42.71595,276,0
65,3,treatment,3,15-Aug-22,16-Aug-22,NA,AM,25,1,0,4,0,0,0,0,0,0,0,0,0,1,CG,7,NA,NA,NA,tiny maggot,NA,7.198904665,0,3534.163984,-84.47334,42.71595,276,0
66,1,control,3,15-Aug-22,16-Aug-22,NA,AM,29,0,0,2,0,0,0,0,0,0,0,0,0,1,RG,0,NA,NA,NA,NA,lots of herbivory,16.12002675,0,3813.759979,-84.477585,42.717645,273,0
66,2,control,3,15-Aug-22,16-Aug-22,NA,AM,29,0,6,5,0,0,0,0,0,0,0,0,0,1,RG,1,NA,NA,NA,NA,lots of herbivory,13.55551777,0,3775.87478,-84.477585,42.717645,273,0
66,3,control,3,15-Aug-22,16-Aug-22,NA,AM,30,0,0,4,0,0,0,0,0,0,0,0,0,0,RG,0,NA,NA,NA,NA,lots of herbivory,0,0,3591.658447,-84.477585,42.717645,273,0
